Run,Date,Start time,End/run time,Shifter,PDS expert,Active Endpoints,# triggers,type,Configuration,Issues/Comments,,,,,,,,,,,,,,,,,,,,,,
29303,25/09/2024,13:07,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1400",,,,,,,,,,,,,,,,,,,,,,,
29304,25/09/2024,13:12,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1500",,,,,,,,,,,,,,,,,,,,,,,
29305,25/09/2024,13:17,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1600",,,,,,,,,,,,,,,,,,,,,,,
29306,25/09/2024,13:21,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1800",,,,,,,,,,,,,,,,,,,,,,,
29307,25/09/2024,13:26,180,marroyav,,"111, 112, 113",,LED,"channel_mask:12, Pulse_bias_percent_270nm:2000",,,,,,,,,,,,,,,,,,,,,,,
29308,25/09/2024,13:31,180,marroyav,,"111, 112, 113",,LED,"channel_mask:12, Pulse_bias_percent_270nm:2200",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. channel_mask:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Operating OV vs PDE: 45%",,,,,,,,,,,,,,,,,,,,,,,
29309,25/09/2024,13:36,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:1400,,,,,,,,,,,,,,,,,,,,,,,
29310,25/09/2024,13:41,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:1800,,,,,,,,,,,,,,,,,,,,,,,
29311,25/09/2024,13:45,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:2200,,,,,,,,,,,,,,,,,,,,,,,
29313,25/09/2024,13:50,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:2800,,,,,,,,,,,,,,,,,,,,,,,
29314,25/09/2024,13:54,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:3400,,,,,,,,,,,,,,,,,,,,,,,
29315,25/09/2024,13:59,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:4000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. channel_mask:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Operating OV vs PDE: 45%",,,,,,,,,,,,,,,,,,,,,,,
29316,25/09/2024,14:04,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1400",,,,,,,,,,,,,,,,,,,,,,,
29317,25/09/2024,14:08,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1500",,,,,,,,,,,,,,,,,,,,,,,
29318,25/09/2024,14:13,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1600",,,,,,,,,,,,,,,,,,,,,,,
29319,25/09/2024,14:18,180,marroyav,,"111, 112, 113",,LEDG,"channel_mask: 1, Pulse_bias_percent_270nm:1800",,,,,,,,,,,,,,,,,,,,,,,
29320,25/09/2024,14:22,180,marroyav,,"111, 112, 113",,LED,"channel_mask:12, Pulse_bias_percent_270nm:2000",,,,,,,,,,,,,,,,,,,,,,,
29321,25/09/2024,14:27,180,marroyav,,"111, 112, 113",,LED,"channel_mask:12, Pulse_bias_percent_270nm:2200",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. channel_mask:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Operating OV vs PDE: 50%",,,,,,,,,,,,,,,,,,,,,,,
29322,25/09/2024,14:33,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:1400,,,,,,,,,,,,,,,,,,,,,,,
29323,25/09/2024,14:37,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:1800,,,,,,,,,,,,,,,,,,,,,,,
29324,25/09/2024,14:42,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:2200,,,,,,,,,,,,,,,,,,,,,,,
29325,25/09/2024,14:47,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:2800,,,,,,,,,,,,,,,,,,,,,,,
29326,25/09/2024,14:51,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:3400,,,,,,,,,,,,,,,,,,,,,,,
29327,25/09/2024,14:56,180,marroyav,,109,,LED,Pulse_bias_percent_270nm:4000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. channel_mask:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Operating OV vs PDE: 50%",,,,,,,,,,,,,,,,,,,,,,,
29328,25/09/2024,15:00,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1400",,,,,,,,,,,,,,,,,,,,,,,
29329,25/09/2024,15:05,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1500",,,,,,,,,,,,,,,,,,,,,,,
29330,25/09/2024,15:10,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1600",,,,,,,,,,,,,,,,,,,,,,,
29331,25/09/2024,15:14,180,marroyav,,"111, 112, 113",,LED,"channel_mask: 1, Pulse_bias_percent_270nm:1800",,,,,,,,,,,,,,,,,,,,,,,
29332,25/09/2024,15:19,180,marroyav,,"111, 112, 113",,LED,"channel_mask:12, Pulse_bias_percent_270nm:2000",,,,,,,,,,,,,,,,,,,,,,,
29333,25/09/2024,15:24,180,marroyav,,"111, 112, 113",,LED,"channel_mask:12, Pulse_bias_percent_270nm:2200",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CALIB RUN - VGAIN FOR SELFTRIGGER TEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29428,07/10/2024,12:01,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; VGAIN = 2128",,,,,,,,,,,,,,,,,,,,,,,
29429,07/10/2024,12:06,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; VGAIN = 2128",,,,,,,,,,,,,,,,,,,,,,,
29430,07/10/2024,12:10:00,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; VGAIN = 2128",,,,,,,,,,,,,,,,,,,,,,,
29431,07/10/2024,12:15,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; VGAIN = 2128",,,,,,,,,,,,,,,,,,,,,,,
29432,07/10/2024,12:22,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; VGAIN = 1995",,,,,,,,,,,,,,,,,,,,,,,
29433,07/10/2024,12:26,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; VGAIN = 1995",,,,,,,,,,,,,,,,,,,,,,,
29434,07/10/2024,12:31,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; VGAIN = 1995",,,,,,,,,,,,,,,,,,,,,,,
29435,07/10/2024,12:36,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; VGAIN = 1995",,,,,,,,,,,,,,,,,,,,,,,
29436,07/10/2024,12:43,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; VGAIN = 1862",,,,,,,,,,,,,,,,,,,,,,,
29437,07/10/2024,12:47,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; VGAIN = 1862",,,,,,,,,,,,,,,,,,,,,,,
29438,07/10/2024,12:52,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; VGAIN = 1862",,,,,,,,,,,,,,,,,,,,,,,
29439,07/10/2024,12:56,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; VGAIN = 1862",,,,,,,,,,,,,,,,,,,,,,,
29440,07/10/2024,13:03,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; VGAIN = 1729",,,,,,,,,,,,,,,,,,,,,,,
29441,07/10/2024,13:08,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; VGAIN = 1729",,,,,,,,,,,,,,,,,,,,,,,
29442,07/10/2024,13:12,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; VGAIN = 1729",,,,,,,,,,,,,,,,,,,,,,,
29443,07/10/2024,13:17,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; VGAIN = 1729",,,,,,,,,,,,,,,,,,,,,,,
,SELFTRIGGER TEST RUN - VGAIN TEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29448,07/10/2024,17:01,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1; Note: repeated conf as 29449; missing enpoint 112 data is here. ",,,,,,,,,,,,,,,,,,,,,,,
29449,07/10/2024,17:15,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1; Note: mssing enpoint 112 data.",,,,,,,,,,,,,,,,,,,,,,,
29450,07/10/2024,17:19,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
29451,07/10/2024,17:24,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
29452,07/10/2024,17:28,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
,VGAIN SWEEP RUN - APA 34 - BAD CONFIGURATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29453,07/10/2024,17:58,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29454,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29455,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29456,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29457,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2000; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29458,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2200; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29459,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29460,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29461,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29462,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29463,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2000; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29464,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2200; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29465,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29466,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29467,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29468,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29469,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2000; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29470,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2200; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29471,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29472,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29473,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29474,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29475,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2000; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29476,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2200; PDE: 40%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29477,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29478,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29479,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29480,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29481,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2000; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29482,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2200; PDE: 45%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29483,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29484,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29485,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29486,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29487,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2000; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
29488,,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2200; PDE: 50%; VGAIN = 2660",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VGAIN SWEEP RUN - APA 34 - Esteban: still needs to be completed up to run 29632 08/10/2024 9:57am - - BAD CONFIGURATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SELFTRIGGER TEST RUN - VGAIN TEST 2 Note: Vgains are set to equalize to 1800 P.E. - BAD CONFIGURATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29642,08/10/2024,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
29643,08/11/2024,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
29644,08/12/2024,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
29645,08/13/2024,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
29646,08/12/2024,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm: 2000; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
29647,08/13/2024,,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm: 2200; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1",,,,,,,,,,,,,,,,,,,,,,,
,NOTE 08/10/2024: RUNS FROM 29453 to 29647 will be deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEST RUN - VGAIN TEST Note: reverting bacj to stable firmware 097823e7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29753,09/10/2024,14:35 PM,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; VGAIN = 2260",,,,,,,,,,,,,,,,,,,,,,,
29754,09/10/2024,14:40:00 PM,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1500; VGAIN = 2260",,,,,,,,,,,,,,,,,,,,,,,
29756,09/10/2024,14:45PM,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1600; VGAIN = 2260",,,,,,,,,,,,,,,,,,,,,,,
29757,09/10/2024,14:50 PM,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1800; VGAIN = 2260",,,,,,,,,,,,,,,,,,,,,,,
29758,09/10/2024,14:55 PM,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2000; VGAIN = 2260",,,,,,,,,,,,,,,,,,,,,,,
29760,09/11/2024,14:59 PM,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:2200; VGAIN = 2260 Note: missing endpoint 113 data",,,,,,,,,,,,,,,,,,,,,,,
,SELFTRIGGER TEST RUN - TEST firmware 54a5ac5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29764,09/11/2024,16:23,180,marroyav,,"111, 112, 113",,LED,"channel_mask:1, Pulse_bias_percent_270nm:1400; REG6100 = 0x0200100001f4; REG6002 = 0x344d; REG2023 = 0x1 - Mark to delete - Status: In disk",,,,,,,,,,,,,,,,,,,,,,,
,TEST RUN - FIRMWARE TEST ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29775,10/10/2024,10:52,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29776,10/10/2024,10:56,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29777,10/10/2024,11:01,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29778,10/10/2024,11:06,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29779,10/10/2024,11:11,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29780,10/10/2024,11:15,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29784,10/10/2024,13:14,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29785,10/10/2024,13:19,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29786,10/10/2024,13:23,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29787,10/10/2024,13:28,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29788,10/10/2024,13:33,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29789,10/10/2024,13:37,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - FAILED - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29791,10/10/2024,14:49,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29793,10/10/2024,14:54,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29794,10/10/2024,14:59,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29796,10/10/2024,15:03,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29798,10/10/2024,15:08,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29799,10/10/2024,15:12,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29805,10/10/2024,16:32,180,marroyav,,"111, 112, 113",,LED,"FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk - Note: DEAD fclk, mclk functional. fclk kills the FIFOs read process",,,,,,,,,,,,,,,,,,,,,,,
29807,10/10/2024,16:37,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29808,10/10/2024,16:41,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29810,10/10/2024,16:46,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29811,10/10/2024,16:50,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29812,10/10/2024,16:55,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: IMPROVED STABILITY - Registers are now being reset correctly - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29816,10/10/2024,18:42,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: STABLE - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29817,10/10/2024,18:46,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: STABLE - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29818,10/10/2024,18:51,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: STABLE - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
29819,10/10/2024,18:55,180,marroyav,,"111, 112, 113",,LED,FIRMWARE TEST - LONGTERM STABILITY - Note: STABLE - Mark to delete - Status: In disk,,,,,,,,,,,,,,,,,,,,,,,
